,Data,val_latitude,val_longitude,val_medida
291,2020-01-13 03:00:00,-22945.660861,-63011.732735,6971.7
292,2020-01-13 04:00:00,-22945.660861,-63011.732735,6971.7
293,2020-01-13 05:00:00,-22945.660861,-63011.732735,6971.7
294,2020-01-13 06:00:00,-22945.660861,-63011.732735,6971.7
295,2020-01-13 07:00:00,-22945.660861,-63011.732735,6971.7
296,2020-01-13 08:00:00,-22945.660861,-63011.732735,6971.7
297,2020-01-13 09:00:00,-22945.660861,-63011.732735,6971.7
298,2020-01-13 10:00:00,-22945.660861,-63011.732735,6971.7
299,2020-01-13 11:00:00,-22945.660861,-63011.732735,6971.7
300,2020-01-13 12:00:00,-22945.660861,-63011.732735,6971.7
301,2020-01-13 13:00:00,-22945.660861,-63011.732735,6971.7
302,2020-01-13 14:00:00,-22945.660861,-63011.732735,6971.7
303,2020-01-13 15:00:00,-22945.660861,-63011.732735,6971.7
304,2020-01-13 16:00:00,-22945.660861,-63011.732735,6971.7
305,2020-01-13 17:00:00,-22945.660861,-63011.732735,6971.7
306,2020-01-13 18:00:00,-22945.660861,-63011.732735,6971.7
307,2020-01-13 19:00:00,-22945.660861,-63011.732735,6971.7
308,2020-01-13 20:00:00,-22945.660861,-63011.732735,6971.7
309,2020-01-13 21:00:00,-22945.660861,-63011.732735,6971.7
310,2020-01-13 22:00:00,-22945.660861,-63011.732735,6971.7
311,2020-01-13 23:00:00,-22945.660861,-63011.732735,6971.7
312,2020-01-14 00:00:00,-22940.898083,-63022.169188,4489.1
313,2020-01-14 01:00:00,-22940.898083,-63022.169188,4489.1
314,2020-01-14 02:00:00,-22940.898083,-63022.169188,4489.1
315,2020-01-14 03:00:00,-22940.898083,-63022.169188,4489.1
316,2020-01-14 04:00:00,-22940.898083,-63022.169188,4489.1
317,2020-01-14 05:00:00,-22940.898083,-63022.169188,4489.1
318,2020-01-14 06:00:00,-22940.898083,-63022.169188,4489.1
319,2020-01-14 07:00:00,-22940.898083,-63022.169188,4489.1
320,2020-01-14 08:00:00,-22940.898083,-63022.169188,4489.1
321,2020-01-14 09:00:00,-22940.898083,-63022.169188,4489.1
322,2020-01-14 10:00:00,-22940.898083,-63022.169188,4489.1
323,2020-01-14 11:00:00,-22940.898083,-63022.169188,4489.1
324,2020-01-14 12:00:00,-22940.898083,-63022.169188,4489.1
325,2020-01-14 13:00:00,-22940.898083,-63022.169188,4489.1
326,2020-01-14 14:00:00,-22940.898083,-63022.169188,4489.1
327,2020-01-14 15:00:00,-22940.898083,-63022.169188,4489.1
328,2020-01-14 16:00:00,-22940.898083,-63022.169188,4489.1
329,2020-01-14 17:00:00,-22940.898083,-63022.169188,4489.1
330,2020-01-14 18:00:00,-22940.898083,-63022.169188,4489.1
331,2020-01-14 19:00:00,-22940.898083,-63022.169188,4489.1
332,2020-01-14 20:00:00,-22940.898083,-63022.169188,4489.1
333,2020-01-14 21:00:00,-22940.898083,-63022.169188,4489.1
334,2020-01-14 22:00:00,-22940.898083,-63022.169188,4489.1
335,2020-01-14 23:00:00,-22940.898083,-63022.169188,4489.1
336,2020-01-15 00:00:00,-23328.616101,-64101.626797,2084.15
337,2020-01-15 01:00:00,-23328.616101,-64101.626797,2084.15
338,2020-01-15 02:00:00,-23328.616101,-64101.626797,2084.15
339,2020-01-15 03:00:00,-23328.616101,-64101.626797,2084.15
340,2020-01-15 04:00:00,-23328.616101,-64101.626797,2084.15
341,2020-01-15 05:00:00,-23328.616101,-64101.626797,2084.15
342,2020-01-15 06:00:00,-23328.616101,-64101.626797,2084.15
343,2020-01-15 07:00:00,-23328.616101,-64101.626797,2084.15
344,2020-01-15 08:00:00,-23328.616101,-64101.626797,2084.15
345,2020-01-15 09:00:00,-23328.616101,-64101.626797,2084.15
346,2020-01-15 10:00:00,-23328.616101,-64101.626797,2084.15
347,2020-01-15 11:00:00,-23328.616101,-64101.626797,2084.15
348,2020-01-15 12:00:00,-23328.616101,-64101.626797,2084.15
349,2020-01-15 13:00:00,-23328.616101,-64101.626797,2084.15
350,2020-01-15 14:00:00,-23328.616101,-64101.626797,2084.15
351,2020-01-15 15:00:00,-23328.616101,-64101.626797,2084.15
352,2020-01-15 16:00:00,-23328.616101,-64101.626797,2084.15
353,2020-01-15 17:00:00,-23328.616101,-64101.626797,2084.15
354,2020-01-15 18:00:00,-23328.616101,-64101.626797,2084.15
355,2020-01-15 19:00:00,-23328.616101,-64101.626797,2084.15
356,2020-01-15 20:00:00,-23328.616101,-64101.626797,2084.15
357,2020-01-15 21:00:00,-23328.616101,-64101.626797,2084.15
358,2020-01-15 22:00:00,-23328.616101,-64101.626797,2084.15
359,2020-01-15 23:00:00,-23328.616101,-64101.626797,2084.15
360,2020-01-16 00:00:00,-23250.849204,-63605.261672,6364.4
361,2020-01-16 01:00:00,-23250.849204,-63605.261672,6364.4
362,2020-01-16 02:00:00,-23250.849204,-63605.261672,6364.4
363,2020-01-16 03:00:00,-23250.849204,-63605.261672,6364.4
364,2020-01-16 04:00:00,-23250.849204,-63605.261672,6364.4
365,2020-01-16 05:00:00,-23250.849204,-63605.261672,6364.4
366,2020-01-16 06:00:00,-23250.849204,-63605.261672,6364.4
367,2020-01-16 07:00:00,-23250.849204,-63605.261672,6364.4
368,2020-01-16 08:00:00,-23250.849204,-63605.261672,6364.4
369,2020-01-16 09:00:00,-23250.849204,-63605.261672,6364.4
370,2020-01-16 10:00:00,-23250.849204,-63605.261672,6364.4
371,2020-01-16 11:00:00,-23250.849204,-63605.261672,6364.4
372,2020-01-16 12:00:00,-23250.849204,-63605.261672,6364.4
373,2020-01-16 13:00:00,-23250.849204,-63605.261672,6364.4
374,2020-01-16 14:00:00,-23250.849204,-63605.261672,6364.4
375,2020-01-16 15:00:00,-23250.849204,-63605.261672,6364.4
376,2020-01-16 16:00:00,-23250.849204,-63605.261672,6364.4
377,2020-01-16 17:00:00,-23250.849204,-63605.261672,6364.4
378,2020-01-16 18:00:00,-23250.849204,-63605.261672,6364.4
379,2020-01-16 19:00:00,-23250.849204,-63605.261672,6364.4
380,2020-01-16 20:00:00,-23250.849204,-63605.261672,6364.4
381,2020-01-16 21:00:00,-23250.849204,-63605.261672,6364.4
382,2020-01-16 22:00:00,-23250.849204,-63605.261672,6364.4
383,2020-01-16 23:00:00,-23250.849204,-63605.261672,6364.4
384,2020-01-17 00:00:00,-23212.657045,-63505.852552,11907.4
385,2020-01-17 01:00:00,-23212.657045,-63505.852552,11907.4
386,2020-01-17 02:00:00,-23212.657045,-63505.852552,11907.4
387,2020-01-17 03:00:00,-23212.657045,-63505.852552,11907.4
388,2020-01-17 04:00:00,-23212.657045,-63505.852552,11907.4
389,2020-01-17 05:00:00,-23212.657045,-63505.852552,11907.4
